model_id,protocol,metric,estimate,ci_low,ci_high,confidence_level,iterations,resampling_unit,repeat_aggregation
xgb_physics_focal_class_paper_weighted,lopo,brier,0.7532448522160223,0.6878677054843219,0.8259460609298862,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_paper_bagging,extrapolation_grouped,roc_auc,0.7229807992278096,0.6642203447881944,0.7869511859715891,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_paper_bagging,extrapolation_grouped,pr_auc,0.880516004435241,0.8237122023265774,0.936005152244874,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_paper_bagging,extrapolation_grouped,brier,0.1705723939380058,0.1320625941655273,0.19969853417441022,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_paper_bagging,interpolation_holdout,roc_auc,0.8742823500524566,0.8597431281175415,0.8888741713972824,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_paper_bagging,interpolation_holdout,pr_auc,0.9569337026743296,0.9499573369215305,0.9634688625113313,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_paper_bagging,interpolation_holdout,brier,0.1245119947190142,0.11633130434692766,0.13257759224438986,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_paper_bagging,interpolation_stratified,roc_auc,0.8821676261275554,0.8720888926456575,0.8925964265835161,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_paper_bagging,interpolation_stratified,pr_auc,0.9601126373883093,0.9550371182011113,0.964812299659122,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_paper_bagging,interpolation_stratified,brier,0.11865629137831951,0.11361636925822781,0.12373870493122495,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_paper_bagging,lopo,roc_auc,0.6803974007897887,0.6204572654547469,0.7608136348982995,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_paper_bagging,lopo,pr_auc,0.8475270002603981,0.7837480350062365,0.9159191828444432,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_paper_bagging,lopo,brier,0.18332115921302888,0.14424641257737614,0.21614491520397147,0.95,2000,canonical_paper,mean probability per row_id before resampling
