protocol,model_a,model_b,paired_fold_count,delta_roc_auc,wilcoxon_p_roc_auc,delta_pr_auc,wilcoxon_p_pr_auc,delta_brier,wilcoxon_p_brier,delta_mcc_at_mcc,wilcoxon_p_mcc_at_mcc,delta_f1_at_f1,wilcoxon_p_f1_at_f1,delta_balanced_accuracy_at_balanced_accuracy,wilcoxon_p_balanced_accuracy_at_balanced_accuracy,caveat
extrapolation_grouped,decision_tree_physics,xgb_all_unweighted,15,-0.04577535930624497,0.00537109375,-0.0436412254670091,0.00262451171875,0.04438341712677352,0.0001220703125,-0.053297340979130074,0.10699462890625,-0.0028817669367260973,0.19812291175396723,-0.025992651931000737,0.041259765625,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,decision_tree_physics,xgb_physics_class_paper_weighted_monotone_o2,15,-0.059043974748108324,0.01025390625,-0.04957134971036934,0.012451171875,0.04017284667217604,6.103515625e-05,-0.06930356307517578,0.02154541015625,-7.398661071169598e-05,0.7988593499960496,-0.0416749348280521,0.012451171875,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,decision_tree_physics,xgb_physics_focal_class_paper_weighted,15,0.16494278952120284,6.103515625e-05,0.07347032744403517,6.103515625e-05,-0.5016425027874721,6.103515625e-05,0.2154094288174065,0.00030517578125,-0.0038093074654484897,0.06788915486182899,0.12479618645568183,0.00018310546875,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,decision_tree_physics,xgb_physics_paper_bagging,15,-0.057313905027324634,0.00335693359375,-0.050099992569546926,0.00201416015625,0.05433671430472406,6.103515625e-05,-0.08328301931953033,0.0042724609375,-0.0010456389043093834,0.8139453463016609,-0.046094302011162956,0.00836181640625,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,decision_tree_physics,xgb_physics_unweighted,15,-0.06498543265491492,0.00042724609375,-0.05101367591930295,0.00201416015625,0.05732468720002842,6.103515625e-05,-0.08275361370114334,0.0006103515625,-0.0012944754119042243,0.8589549227374824,-0.03485891462351967,0.00201416015625,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,knn_physics,15,-0.07554089224840295,0.00201416015625,-0.041096106554376864,0.00836181640625,0.02863740468907973,0.012451171875,-0.0826511189428874,0.04791259765625,0.00230672187069391,0.463071015014588,-0.05394974118818832,0.012451171875,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,mlp_all,15,-0.029493158044431252,0.1876220703125,-0.02435451405461579,0.072998046875,0.008091921489907731,0.638671875,-0.017580930114738543,0.890380859375,0.005604616809089221,0.4652088184521418,-0.0049677414460786405,0.890380859375,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,mlp_physics,15,-0.06736067809054037,0.01806640625,-0.036683866159758896,0.05535888671875,0.020675294480198055,0.083251953125,-0.10612687955185211,0.01507568359375,0.002546681071936415,0.11585149752593006,-0.05171174411705751,0.01507568359375,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,svm_all,15,-0.014500364424539813,0.33026123046875,-0.029571525546981437,0.03533935546875,0.036828765588017155,0.00018310546875,0.020187168427380102,0.67877197265625,0.006445512206892083,0.1095109374886408,0.00783971093359398,0.7197265625,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,svm_physics,15,-0.07109385921233075,0.00335693359375,-0.04955450560886259,0.00030517578125,0.04079404975897438,6.103515625e-05,-0.02353437623656495,0.33026123046875,0.006072497684934778,0.09116079400519664,-0.027965130052915645,0.063720703125,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,xgb_all_class_paper_weighted,15,-0.06982807533464654,0.00018310546875,-0.0377161993484157,0.0042724609375,0.05035400875555816,6.103515625e-05,-0.10002232945230444,0.00335693359375,0.0007753145017217615,0.6948866023724733,-0.0555527885588288,0.00115966796875,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,xgb_all_focal_class_paper_weighted,15,0.13614217229824233,0.0001220703125,0.07710974147023496,6.103515625e-05,-0.49981376043809106,6.103515625e-05,0.19454707154832757,0.00042724609375,-0.0005434034957454648,0.4652088184521418,0.10634316449672694,0.00030517578125,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,xgb_all_unweighted,15,-0.07335262614112861,0.00042724609375,-0.04183258487824086,0.0042724609375,0.05445063400414927,6.103515625e-05,-0.0951310897971411,0.00152587890625,0.00038413703297692783,0.5829195472688132,-0.04930330092021593,0.00152587890625,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,xgb_physics_class_paper_weighted_monotone_o2,15,-0.08662124158299196,0.00335693359375,-0.047762709121601105,0.012451171875,0.050240063549551794,0.0001220703125,-0.11113731189318683,0.0067138671875,0.003191917358991329,0.09096894797535775,-0.06498558381726731,0.01806640625,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,xgb_physics_focal_class_paper_weighted,15,0.13736552268631919,6.103515625e-05,0.07527896803280341,6.103515625e-05,-0.4915752859100963,6.103515625e-05,0.17357567999939547,0.00042724609375,-0.0005434034957454648,0.4652088184521418,0.10148553746646663,0.00030517578125,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,xgb_physics_paper_bagging,15,-0.08489117186220829,0.00042724609375,-0.0482913519807787,0.00152587890625,0.0644039311820998,6.103515625e-05,-0.12511676813754136,0.0008544921875,0.0022202650653936414,0.5336947142111965,-0.06940495100037815,0.0008544921875,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_all,xgb_physics_unweighted,15,-0.09256269948979857,0.00030517578125,-0.04920503533053471,0.00262451171875,0.06739190407740417,6.103515625e-05,-0.12458736251915441,0.00115966796875,0.0019714285577988005,0.21352435403618242,-0.05816956361273487,0.00152587890625,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_physics,mlp_all,15,0.046047734203971694,0.10699462890625,0.016741592499761076,0.33026123046875,-0.020545483199171998,0.041259765625,0.06507018882814888,0.0946044921875,0.0032978949383953107,0.24886387493792206,0.048981999742109684,0.083251953125,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
extrapolation_grouped,knn_physics,mlp_physics,15,0.008180214157862572,0.48870849609375,0.004412240394617969,0.67877197265625,-0.007962110208881677,0.638671875,-0.023475760608964672,0.76153564453125,0.00023995920124250485,0.6120898800892568,0.0022379970711308077,0.803955078125,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
